sex;age;race;marital-status;education;native-country;workclass;occupation;salary-class
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
*;59;*;*;*;*;*;*;*
Female;59;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Never-married;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;67;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
*;56;*;*;*;*;*;*;*
Female;57;White;Widowed;Higher education;North America;Non-Government;Technical;<=50K
Male;84;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
*;54;*;*;*;*;*;*;*
Female;68;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Female;61;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
*;74;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;52;White;Never-married;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Higher education;North America;Government;Other;>50K
Male;54;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
*;55;*;*;*;*;*;*;*
*;59;*;*;*;*;*;*;*
Female;67;White;Widowed;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;56;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
*;65;*;*;*;*;*;*;*
Male;52;White;Never-married;Higher education;North America;Non-Government;Other;<=50K
Male;68;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;62;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;58;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;52;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Male;58;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;65;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;57;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;57;White;Married-spouse-absent;Secondary education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;72;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Female;57;White;Never-married;Secondary education;North America;Non-Government;Other;<=50K
Female;51;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;53;White;Divorced;Higher education;North America;Non-Government;Technical;>50K
*;55;*;*;*;*;*;*;*
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Female;52;White;Never-married;Secondary education;North America;Non-Government;Technical;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;62;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;59;Black;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;54;Asian-Pac-Islander;Married-civ-spouse;Higher education;Asia;Non-Government;Technical;<=50K
Female;60;White;Divorced;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;59;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;55;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;61;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;73;Asian-Pac-Islander;Married-civ-spouse;Secondary education;Asia;Non-Government;Other;<=50K
*;57;*;*;*;*;*;*;*
Male;62;White;Divorced;Higher education;North America;Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;51;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;64;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;66;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;55;White;Never-married;Higher education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;54;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
*;53;*;*;*;*;*;*;*
Male;65;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;54;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
*;58;*;*;*;*;*;*;*
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;58;White;Never-married;Higher education;North America;Non-Government;Technical;<=50K
Female;61;Black;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Female;84;White;Widowed;Higher education;North America;Government;Other;<=50K
Female;55;White;Divorced;Higher education;Europe;Non-Government;Nontechnical;<=50K
Female;58;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;68;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Female;54;White;Never-married;Higher education;North America;Government;Technical;>50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;72;White;Married-civ-spouse;Higher education;North America;Government;Nontechnical;<=50K
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;53;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
*;53;*;*;*;*;*;*;*
Male;52;White;Divorced;Secondary education;North America;Non-Government;Technical;>50K
Female;62;White;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
*;55;*;*;*;*;*;*;*
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
*;63;*;*;*;*;*;*;*
Male;59;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
*;56;*;*;*;*;*;*;*
Female;60;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Male;57;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;53;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Male;60;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;57;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Female;51;White;Divorced;Secondary education;North America;Non-Government;Technical;<=50K
Male;59;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Female;56;White;Divorced;Secondary education;North America;Non-Government;Other;<=50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;>50K
Female;55;White;Never-married;Higher education;North America;Government;Technical;<=50K
Male;51;White;Divorced;Higher education;North America;Non-Government;Technical;>50K
*;53;*;*;*;*;*;*;*
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Female;69;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;57;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;52;White;Divorced;Higher education;North America;Non-Government;Other;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;72;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;63;White;Married-civ-spouse;Secondary education;North America;Non-Government;Other;<=50K
Male;76;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;69;White;Widowed;Secondary education;North America;Non-Government;Technical;<=50K
Male;67;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Female;59;Black;Separated;Secondary education;North America;Non-Government;Other;<=50K
Female;61;White;Widowed;Higher education;North America;Non-Government;Nontechnical;<=50K
Male;53;Black;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;55;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;53;White;Divorced;Higher education;North America;Non-Government;Nontechnical;>50K
Female;58;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Female;52;White;Widowed;Secondary education;North America;Non-Government;Other;<=50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;55;Black;Divorced;Higher education;North America;Non-Government;Nontechnical;<=50K
Female;52;White;Divorced;Higher education;North America;Non-Government;Technical;<=50K
Male;55;White;Married-civ-spouse;Secondary education;North America;Government;Nontechnical;<=50K
Male;55;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Female;57;White;Separated;Higher education;North America;Non-Government;Nontechnical;<=50K
*;90;*;*;*;*;*;*;*
Male;53;White;Married-civ-spouse;Higher education;North America;Non-Government;Nontechnical;>50K
Male;51;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;58;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;<=50K
Male;56;White;Married-civ-spouse;Higher education;North America;Government;Technical;>50K
*;58;*;*;*;*;*;*;*
Male;56;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;51;White;Married-civ-spouse;Higher education;North America;Non-Government;Other;>50K
Female;64;White;Widowed;Higher education;North America;Non-Government;Technical;<=50K
Male;59;White;Married-civ-spouse;Secondary education;North America;Non-Government;Technical;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Government;Other;<=50K
Male;52;White;Married-civ-spouse;Higher education;North America;Government;Technical;<=50K
Male;54;White;Married-civ-spouse;Higher education;North America;Non-Government;Technical;>50K
Male;80;White;Never-married;Secondary education;North America;Non-Government;Nontechnical;<=50K
Female;52;White;Married-spouse-absent;Secondary education;North America;Non-Government;Other;<=50K
*;59;*;*;*;*;*;*;*
Female;73;White;Never-married;Higher education;North America;Government;Technical;<=50K
Male;58;White;Married-civ-spouse;Secondary education;North America;Non-Government;Nontechnical;>50K
